Date;Close;High;Low;Open;Volume;Log_Returns;Monetary_Volume
22/10/2025;1.068.612.289.428.710;1.090.916.512.801.100;10.610.447.565.822.900;10.840.460.605.288.800;10679200;-0.02065730523089276;1.141.192.436.126.700
23/10/2025;1.071.001.968.383.780;10.742.878.796.765.700;10.604.473.058.930.400;10.692.096.600.393.400;6341400;0.0022337483871097898;679.165.188.230.896
24/10/2025;10.792.665.100.097.600;10.847.430.288.538.200;10.759.805.987.033.200;1.082.851.126.713.550;5692700;0.0076870236486193625;6.143.940.461.532.590
27/10/2025;11.111.296.844.482.400;11.136.189.973.815.500;10.942.023.868.888.400;10.953.972.844.452.400;13303700;0.02909557851563084;1.478.213.598.299.400
28/10/2025;1.115.212.173.461.910;1.119.493.794.666.590;11.034.626.135.956.500;1.109.735.654.722.970;9438100;0.0036674453880552477;10.525.484.014.350.800
29/10/2025;11.048.566.436.767.500;11.212.861.242.371.900;10.974.882.986.619.900;11.144.155.962.286.200;8714900;-0.009329084585264139;9.628.715.163.978.570
30/10/2025;11.143.161.010.742.100;11.272.604.830.155.800;10.975.879.147.762.400;1.101.172.455.584.270;9328800;0.008525262138894681;10.395.232.043.701.100
31/10/2025;11.222.817.993.164.000;112.526.900.513.188;1.103.661.711.797.920;11.138.181.507.962.900;11962400;0.007123079138398361;13.425.183.796.142.500
3/11/2025;10.939.036.560.058.500;11.145.151.635.747.500;1.074.287.858.393.520;11.050.558.050.356.700;15230300;-0.025611299288021687;1.666.048.085.206.600
4/11/2025;1.075.781.478.881.830;10.971.895.851.527.400;10.753.831.796.991.400;10.786.690.909.804.900;13665400;-0.016705279739912083;1.470.098.422.151.180
5/11/2025;10.874.314.880.371.000;10.938.041.232.762.100;10.686.122.877.266.600;1.071.300.712.356.230;9127700;0.010771127916359488;9.925.748.393.356.320
6/11/2025;10.882.279.968.261.700;109.609.423.441.967;10.820.544.737.107.200;10.880.288.092.594.600;11352600;0.0007321998963433226;123.542.171.567.688
7/11/2025;10.849.421.691.894.500;10.850.417.629.804.700;10.584.559.183.632.900;10.787.686.455.988.400;15136300;-0.0030239971006930572;1.642.201.015.550.230
10/11/2025;109.619.384.765.625;1.105.653.282.735.650;10.881.284.977.617.700;10.980.857.498.656.900;11453400;0.010317355900274413;12.555.146.614.746.000
11/11/2025;11.352.262.878.417.900;11.366.202.970.026.800;10.906.177.667.899.900;10.941.027.896.922.000;13743200;0.03498796242317109;15.601.641.919.067.300
12/11/2025;11.362.220.001.220.700;11.446.856.488.925.600;11.289.531.729.388.700;11.322.390.842.395.400;12302600;0.0008767202399704735;13.978.484.778.701.700
13/11/2025;11.143.161.010.742.100;11.387.113.379.401.900;11.139.178.018.804.800;1.127.459.670.596.350;14770400;-0.019467869385890464;1.645.889.453.930.660
14/11/2025;11.352.262.878.417.900;1.148.668.562.446.240;11.063.502.427.117.800;11.070.472.472.922.200;14433900;0.018591149145920038;16.385.742.716.079.700
17/11/2025;11.433.912.658.691.400;11.568.335.408.811.800;11.257.668.872.798.100;11.302.476.962.623.700;12401800;0.007166637473316832;14.180.109.801.055.900
18/11/2025;11.468.762.969.970.700;11.540.455.306.456.600;11.276.587.974.542.800;1.134.429.731.903.750;9910700;0.003043342074330307;11.366.346.916.648.800
19/11/2025;11.401.053.619.384.700;1.150.261.725.623.360;11.298.494.044.619.100;1.143.192.085.770.270;10309600;-0.0059213022680524256;11.754.030.239.440.900
20/11/2025;11.334.339.904.785.100;11.739.600.022.605.200;11.325.377.983.133.700;1.156.534.811.612.790;13951600;-0.005868726750456151;15.813.217.661.560.000
21/11/2025;11.615.133.666.992.100;11.712.714.303.250.600;11.308.450.147.966.700;11.333.343.275.945.800;11618700;0.024471827159189073;13.495.275.353.668.200
24/11/2025;11.906.881.713.867.100;11.927.791.851.185.700;11.660.937.476.388.600;11.670.894.576.110.100;9908800;0.02480765396064829;11.798.290.952.636.700
25/11/2025;12.085.116.577.148.400;12.089.099.568.961.900;11.904.889.806.059.400;11.932.769.989.075.700;10532400;0.01485813229022486;1.272.852.818.371.580
26/11/2025;12.232.483.673.095.700;12.294.218.907.682.900;1.204.429.167.502.330;12.103.039.855.621.700;8946600;0.012120348922614871;10.943.913.842.971.800
28/11/2025;12.263.351.440.429.600;12.275.299.656.160.800;1.219.663.727.732.590;12.250.406.527.150.200;4255500;0.002520247505697077;52.186.692.054.748.500
1/12/2025;11.933.765.411.376.900;12.144.859.410.303.000;11.922.812.374.282.600;12.132.910.435.378.800;10987500;-0.027243445230347628;13.112.224.745.750.400
2/12/2025;11.795.359.802.246.000;11.974.590.629.569.300;1.172.167.635.531.450;11.928.787.364.737.400;22047200;-0.011665594704502678;2.600.546.566.320.800
