Date;Close;High;Low;Open;Volume;Log_Returns;Monetary_Volume;Bid_Ask_Spread;Capitalizacion_Mercado
16/12/2022;16.647.484.375;17.505.525.390.625;16.584.701.171.875;17.364.546.875;24031608960;-0.04218980898149945;400065834667710.0;92.082.421.875;400065834667710.0
17/12/2022;16.795.091.796.875;1.680.058.984.375;16.614.029.296.875;16.646.982.421.875;14463581825;0.008827572352892032;242917184462487.84;186.560.546.875;242917184462487.84
18/12/2022;167.579.765.625;1.681.538.671.875;166.978.203.125;16.795.609.375;10924354698;-0.002212331171359141;183070079989520.75;11.756.640.625;183070079989520.75
19/12/2022;164.396.796.875;1.680.752.734.375;1.639.813.671.875;16.759.041.015.625;17221074814;-0.01917645189485355;283108953816633.6;409.390.625;283108953816633.6
20/12/2022;169.063.046.875;17.012.984.375;164.278.671.875;16.441.787.109.375;22722096615;0.027988705082472278;384146688512002.4;5.851.171.875;384146688512002.4
21/12/2022;1.681.753.515.625;1.691.680.078.125;16.755.912.109.375;1.690.452.734.375;14882945045;-0.005264509420176635;250294451522824.25;160.888.671.875;250294451522824.25
22/12/2022;16.830.341.796.875;16.866.673.828.125;16.592.408.203.125;16.818.380.859.375;16441573050;0.0007612154110786702;276717294109788.56;274.265.625;276717294109788.56
23/12/2022;16.796.953.125;1.690.521.875;16.794.458.984.375;1.682.964.453.125;15329265213;-0.0019858084288219657;257484949223454.12;110.759.765.625;257484949223454.12
24/12/2022;16.847.755.859.375;16.864.703.125;1.679.352.734.375;167.969.765.625;9744636213;0.0030199561547248985;164175251855048.56;7.117.578.125;164175251855048.56
25/12/2022;16.841.986.328.125;168.605.546.875;1.675.525.390.625;16.847.505.859.375;11656379938;-0.0003425096739709631;196316591551226.53;10.530.078.125;196316591551226.53
26/12/2022;169.198.046.875;16.920.123.046.875;16.812.369.140.625;16842.25;11886957804;0.004609855984671537;201125004372233.9;10.775.390.625;201125004372233.9
27/12/2022;16.717.173.828.125;16.959.845.703.125;16.642.072.265.625;16.919.291.015.625;15748580239;-0.012048246868378581;263271753401537.34;3.177.734.375;263271753401537.34
28/12/2022;16.552.572.265.625;16.768.169.921.875;16.497.556.640.625;16.716.400.390.625;17005713920;-0.009895050300250239;281488308589345.0;27.061.328.125;281488308589345.0
29/12/2022;16.642.341.796.875;16.651.755.859.375;1.650.868.359.375;16.552.322.265.625;14472237479;0.00540864482551941;240851922691062.6;143.072.265.625;240851922691062.6
30/12/2022;166.025.859.375;16.643.427.734.375;16.408.474.609.375;16.641.330.078.125;15929162910;-0.002391695878759684;264465296125712.56;234.953.125;264465296125712.56
31/12/2022;1.654.749.609.375;16.628.986.328.125;1.651.751.953.125;16.603.673.828.125;11239186456;-0.003323665649558149;185980393977587.9;111.466.796.875;185980393977587.9
1/01/2023;16.625.080.078.125;16.630.439.453.125;16.521.234.375;165.479.140.625;9244361700;0.00467760631157723;153688253533651.75;109.205.078.125;153688253533651.75
2/01/2023;16.688.470.703.125;1.675.934.375;16.572.228.515.625;16.625.509.765.625;12097775227;0.003805700684704715;201893367448780.9;187.115.234.375;201893367448780.9
3/01/2023;16.679.857.421.875;16.760.447.265.625;1.662.237.109.375;1.668.884.765.625;13903079207;-0.0005162548994983624;231901378897794.94;138.076.171.875;231901378897794.94
4/01/2023;1.686.323.828.125;169.645.859.375;16.667.763.671.875;16.680.205.078.125;18421743322;0.010934153962035356;310650247194911.94;296.822.265.625;310650247194911.94
5/01/2023;16.836.736.328.125;16.884.021.484.375;16.790.283.203.125;1.686.347.265.625;13692758566;-0.0015728177184386805;230541365580416.97;9.373.828.125;230541365580416.97
6/01/2023;1.695.196.875;16.991.994.140.625;16.716.421.875;1.683.647.265.625;14413662913;0.006820792235553174;244339963274209.97;275.572.265.625;244339963274209.97
7/01/2023;16.955.078.125;16.975.017.578.125;1.691.419.140.625;169.521.171.875;7714767174;0.00018340582830352;130804480151355.47;60.826.171.875;130804480151355.47
8/01/2023;1.709.114.453.125;1.709.114.453.125;1.692.405.078.125;16.954.146.484.375;9768827914;0.00799308234902105;166960449779083.44;16.709.375;166960449779083.44
9/01/2023;171.965.546.875;1.738.995.703.125;170.939.921.875;170.939.921.875;18624736866;0.006148589187306557;320281306056466.4;29.596.484.375;320281306056466.4
10/01/2023;1.744.629.296.875;17.484.720.703.125;17.162.990.234.375;1.719.294.921.875;15808338949;0.014418133870887372;275796912653555.47;32.173.046.875;275796912653555.47
11/01/2023;17.934.896.484.375;17.934.896.484.375;17.337.994.140.625;17.446.359.375;18372283782;0.02762115049773119;329505007811731.6;59.690.234.375;329505007811731.6
12/01/2023;18.869.587.890.625;19.030.087.890.625;17.995.203.125;1.811.759.375;34971338710;0.05080318049018759;659894749441161.2;1.034.884.765.625;659894749441161.2
13/01/2023;1.990.957.421.875;19.964.322.265.625;187.531.640.625;1.886.890.625;29225029694;0.053649212803668606;581857897737865.6;1.211.158.203.125;581857897737865.6
14/01/2023;20.976.298.828.125;21.075.142.578.125;19.907.828.125;19.910.537.109.375;38967784639;0.052192440560842025;817399895257683.1;1.167.314.453.125;817399895257683.1
15/01/2023;20.880.798.828.125;20.993.748.046.875;20.606.986.328.125;20.977.484.375;19298407543;-0.0045631527773636734;402966165608553.06;38.676.171.875;402966165608553.06
16/01/2023;211.696.328.125;21.360.875;2.071.574.609.375;20.882.224.609.375;26792494050;0.013737719952276949;567187261169591.0;64.512.890.625;567187261169591.0
17/01/2023;2.116.151.953.125;2.143.866.015.625;20.978.533.203.125;21.175.833.984.375;24999983362;-0.00038332437933474676;529037636195888.06;460.126.953.125;529037636195888.06
18/01/2023;2.068.878.125;21.564.501.953.125;20.541.544.921.875;2.116.105.078.125;30005625418;-0.02259283115330066;620779820542441.8;102.295.703.125;620779820542441.8
19/01/2023;2.108.679.296.875;2.116.301.171.875;20.685.380.859.375;2.068.674.609.375;21152848261;0.019055334102897954;446045731979090.44;477.630.859.375;446045731979090.44
20/01/2023;22.676.552.734.375;22.692.357.421.875;20.919.126.953.125;21.085.373.046.875;28799154319;0.0726845526110478;653065541620207.0;177.323.046.875;653065541620207.0
21/01/2023;22.777.625;2.328.234.765.625;22.511.833.984.375;22.677.427.734.375;32442278429;0.004447222994453112;738958052201351.1;770.513.671.875;738958052201351.1
22/01/2023;22.720.416.015.625;2.305.673.046.875;22.387.900.390.625;22.777.986.328.125;24746386230;-0.002514790230431855;562248190028933.94;668.830.078.125;562248190028933.94
23/01/2023;22.934.431.640.625;23.126.486.328.125;226.543.046.875;22.721.087.890.625;26518700512;0.00937544219856928;608191324090671.2;472.181.640.625;608191324090671.2
24/01/2023;2.263.646.875;2.313.401.171.875;22.549.744.140.625;22.929.626.953.125;26405069715;-0.013077079200906103;597717535445168.9;584.267.578.125;597717535445168.9
25/01/2023;23.117.859.375;23.722.099.609.375;22.406.076.171.875;22.639.267.578.125;30685366709;0.021043184701323544;709379992448968.5;13.160.234.375;709379992448968.5
26/01/2023;2.303.277.734.375;23.237.078.125;22.911.373.046.875;23.108.955.078.125;26357839322;-0.003687148593844675;607094244365964.5;325.705.078.125;607094244365964.5
27/01/2023;23.078.728.515.625;23.417.720.703.125;2.265.459.375;23.030.716.796.875;25383335641;0.001993046474165044;585815112079627.1;763.126.953.125;585815112079627.1
28/01/2023;2.303.108.984.375;23.165.896.484.375;22.908.845.703.125;2.307.996.484.375;14712928379;-0.002066314313093378;338854775361408.06;25.705.078.125;338854775361408.06
29/01/2023;2.377.456.640.625;23.919.890.625;229.850.703.125;2.303.144.921.875;27423687259;0.03177133538504421;651986273843327.5;9.348.203.125;651986273843327.5
30/01/2023;22.840.138.671.875;2.378.934.765.625;2.265.758.203.125;237.746.484.375;27205595568;-0.040096914665951826;621379575424067.9;1.131.765.625;621379575424067.9
31/01/2023;23.139.283.203.125;23.225.021.484.375;22.765.568.359.375;22.840.796.875;22837828665;0.013012288539514132;528450985223881.1;459.453.125;528450985223881.1
1/02/2023;2.372.376.953.125;237.645.390.625;22877.75;231.378.359.375;26683255504;0.024945734590003956;633027403920354.0;8.867.890.625;633027403920354.0
2/02/2023;2.347.187.109.375;241.672.109.375;23.468.595.703.125;2.372.082.421.875;32066936882;-0.010674749877368259;752671008865721.5;698.615.234.375;752671008865721.5
3/02/2023;23.449.322.265.625;23.678.103.515.625;23.279.955.078.125;23.469.412.109.375;27083066007;-0.000961136247671562;635079542739336.6;3.981.484.375;635079542739336.6
4/02/2023;2.333.184.765.625;2.355.694.921.875;23.291.794.921.875;234.463.203.125;15639298538;-0.0050223137428644544;364893730939229.4;265.154.296.875;364893730939229.4
5/02/2023;22.955.666.015.625;23.423.435.546.875;22.841.759.765.625;23.332.248.046.875;19564262605;-0.016254488231275857;449110678202361.56;58.167.578.125;449110678202361.56
6/02/2023;22.760.109.375;23.119.279.296.875;22.692.025.390.625;22.954.021.484.375;23825006542;-0.008555376421285297;542259754756010.5;42.725.390.625;542259754756010.5
7/02/2023;23.264.291.015.625;23.310.974.609.375;227.562.578.125;22.757.267.578.125;27187964471;0.02191019571493288;632508717575817.0;554.716.796.875;632508717575817.0
8/02/2023;229.393.984.375;23.367.958.984.375;2.273.109.765.625;23.263.416.015.625;25371367758;-0.014063722484005989;582003913905103.1;636.861.328.125;582003913905103.1
9/02/2023;218.190.390.625;229.964.375;21.773.974.609.375;2.294.656.640.625;32572572185;-0.05007294792111713;710702224870616.0;1.222.462.890.625;710702224870616.0
10/02/2023;2.165.118.359.375;21.941.185.546.875;21.539.392.578.125;21.819.005.859.375;27078406594;-0.0077228177249046275;586279552592904.6;40.179.296.875;586279552592904.6
11/02/2023;21.870.875;2.189.141.015.625;2.161.844.921.875;21.651.841.796.875;16356226232;0.010095720621826006;357724979391793.0;2.729.609.375;357724979391793.0
12/02/2023;21.788.203.125;22.060.994.140.625;21.682.828.125;2.187.090.234.375;17821046406;-0.0037871607629455096;388288578993979.25;378.166.015.625;388288578993979.25
13/02/2023;218.081.015.625;218.984.140.625;21.460.087.890.625;21787.0;23918742607;0.0009128497942385424;521622368020752.0;438.326.171.875;521622368020752.0
14/02/2023;222.208.046.875;22.293.140.625;2.163.239.453.125;21.801.822.265.625;26792596581;0.018747466050136215;595353055697381.2;66.074.609.375;595353055697381.2
15/02/2023;24.307.841.796.875;24.307.841.796.875;2.208.276.953.125;222.205.859.375;32483312909;0.08977000786319626;789599231230359.5;2.225.072.265.625;789599231230359.5
16/02/2023;23.623.474.609.375;251.341.171.875;236.025.234.375;24.307.349.609.375;39316664596;-0.028558101481565734;928796227808919.0;153.159.375;928796227808919.0
17/02/2023;245.656.015.625;24.924.041.015.625;23.460.755.859.375;23.621.283.203.125;41358451255;0.03910624942610064;1015995234772408.1;146.328.515.625;1015995234772408.1
18/02/2023;2.464.127.734.375;247.988.359.375;24.468.373.046.875;24.565.296.875;19625427158;0.0030758236488141917;483595593589841.4;330.462.890.625;483595593589841.4
