Date;Close;High;Low;Open;Volume;Log_Returns;Monetary_Volume
19/03/2024;4.372.419.921.875;43.807.900.390.625;433.039.013.671.875;433.039.013.671.875;0;0.008055392746164116;0.0
20/03/2024;4395.0;439.789.013.671.875;43.172.001.953.125;434.756.982.421.875;0;0.0051509174308166815;0.0
21/03/2024;44.159.599.609.375;446.718.017.578.125;441.568.994.140.625;4.438.919.921.875;0;0.00475771097986073;0.0
22/03/2024;43.837.998.046.875;441.991.015.625;438.306.005.859.375;44.198.701.171.875;0;-0.007309358503129128;0.0
25/03/2024;438.268.994.140.625;4.404.259.765.625;437.331.982.421.875;438.443.994.140.625;0;-0.00025320585988804244;0.0
26/03/2024;437.906.005.859.375;441.589.990.234.375;437.710.986.328.125;44.063.798.828.125;0;-0.0008285748897583932;0.0
27/03/2024;444.602.001.953.125;444.639.013.671.875;437.947.998.046.875;441.260.986.328.125;0;0.015175215486186557;0.0
28/03/2024;442.997.021.484.375;44.618.798.828.125;442.658.984.375;445.952.978.515.625;0;-0.003616457827539445;0.0
1/04/2024;44.079.501.953.125;4420.5;4367.25;4.420.259.765.625;0;-0.004983087440150733;0.0
2/04/2024;431.210.009.765.625;436.218.994.140.625;43.057.001.953.125;4361.25;0;-0.0219847260032874;0.0
3/04/2024;43.060.498.046.875;4.323.490.234.375;429.177.001.953.125;4.295.240.234.375;0;-0.0014040818577755552;0.0
4/04/2024;425.085.009.765.625;43.563.798.828.125;42.442.001.953.125;43.462.001.953.125;0;-0.01290197930932075;0.0
5/04/2024;427.702.978.515.625;430.177.978.515.625;42.139.599.609.375;4.228.240.234.375;0;0.0061398073381709155;0.0
8/04/2024;4.282.990.234.375;4.285.759.765.625;426.085.009.765.625;427.068.994.140.625;0;0.0013926252902354992;0.0
9/04/2024;432.972.021.484.375;4341.25;42.970.400.390.625;430.010.986.328.125;0;0.010851505876455635;0.0
10/04/2024;4.261.740.234.375;426.660.986.328.125;42.371.201.171.875;424.943.994.140.625;0;-0.015825341829835894;0.0
11/04/2024;428.706.005.859.375;43.079.599.609.375;42.557.099.609.375;4.301.330.078.125;0;0.005923614399378599;0.0
12/04/2024;41.951.298.828.125;42.662.900.390.625;417.410.009.765.625;42.662.900.390.625;0;-0.02167689620896316;0.0
15/04/2024;4148.25;42.150.498.046.875;413.431.005.859.375;4209.25;0;-0.011237742217019396;0.0
16/04/2024;412.039.990.234.375;415.181.982.421.875;4.118.080.078.125;412.764.990.234.375;0;-0.006736336234031324;0.0
17/04/2024;409.656.005.859.375;414.247.021.484.375;409.656.005.859.375;4140.75;0;-0.005802610881519482;0.0
18/04/2024;4.056.300.048.828.120;409.927.978.515.625;4.055.820.068.359.370;408.493.994.140.625;0;-0.009876371356922441;0.0
19/04/2024;40.643.701.171.875;4.085.760.009.765.620;4.026.429.931.640.620;406.160.009.765.625;0;0.0019875381836715307;0.0
22/04/2024;410.685.986.328.125;413.991.015.625;4.072.909.912.109.370;409.477.001.953.125;0;0.01039993468891608;0.0
23/04/2024;415.985.009.765.625;418.733.984.375;413.052.978.515.625;41.305.498.046.875;0;0.012820326445801642;0.0
24/04/2024;4.149.259.765.625;418.347.021.484.375;413.956.982.421.875;416.806.005.859.375;0;-0.0025490908027570977;0.0
25/04/2024;409.760.986.328.125;414.052.001.953.125;406.047.998.046.875;414.052.001.953.125;0;-0.012526105056312124;0.0
26/04/2024;41.344.599.609.375;4.146.669.921.875;4.084.419.921.875;4.089.610.107.421.870;0;0.00895287444905158;0.0
29/04/2024;420.541.015.625;422.881.005.859.375;4.158.169.921.875;4.158.169.921.875;0;0.01701511080232012;0.0
30/04/2024;4.162.330.078.125;420.085.986.328.125;4161.75;417.968.994.140.625;0;-0.010296796397732124;0.0
1/05/2024;4.253.009.765.625;430.891.015.625;416.760.009.765.625;41.686.298.828.125;0;0.02155188004090297;0.0
2/05/2024;43.065.498.046.875;432.160.986.328.125;424.593.017.578.125;428.247.021.484.375;0;0.012510161741550523;0.0
3/05/2024;437.814.013.671.875;440.935.009.765.625;436.385.009.765.625;44.009.501.953.125;0;0.0164869337054493;0.0
6/05/2024;4.370.009.765.625;43.932.001.953.125;433.643.994.140.625;437.727.001.953.125;0;-0.0018587640873514678;0.0
7/05/2024;437.931.005.859.375;438.802.001.953.125;435.483.984.375;438.622.021.484.375;0;0.0021259473098345803;0.0
8/05/2024;4.354.759.765.625;438.197.021.484.375;434.235.986.328.125;4.365.830.078.125;0;-0.005621745216180433;0.0
9/05/2024;43.654.599.609.375;437.502.001.953.125;4.341.669.921.875;43.643.701.171.875;0;0.002454112629803658;0.0
10/05/2024;432.843.994.140.625;438.447.021.484.375;4.327.740.234.375;437.522.998.046.875;0;-0.008516372099437048;0.0
13/05/2024;4.384.419.921.875;43.982.900.390.625;436.181.982.421.875;436.391.015.625;0;0.01285014373202001;0.0
14/05/2024;440.481.982.421.875;443.277.001.953.125;437.964.013.671.875;441.472.021.484.375;0;0.004642025832760966;0.0
15/05/2024;44.558.701.171.875;44.727.001.953.125;443.343.017.578.125;444.743.017.578.125;0;0.011522998361169318;0.0
