Date;Close;High;Low;Open;Volume;Log_Returns;Monetary_Volume
25/10/2021;456.647.998.046.875;45.726.201.171.875;453.735.986.328.125;455.368.994.140.625;3899400000;0.004736959440853509;17.806.532.035.839.800
26/10/2021;45.747.900.390.625;459.852.978.515.625;4.569.169.921.875;457.868.994.140.625;3879740000;0.0018181414322441137;17.748.995.906.152.300
27/10/2021;455.168.017.578.125;458.456.982.421.875;455.166.015.625;458.022.021.484.375;4226050000;-0.0050643703711055294;19235628006860.35
28/10/2021;4.596.419.921.875;45.975.498.046.875;456.283.984.375;456.283.984.375;4132950000;0.009781288424184026;18996773716113.28
29/10/2021;46.053.798.828.125;4.608.080.078.125;456.758.984.375;45.728.701.171.875;4510200000;0.0019474372317175562;20.771.184.347.460.900
1/11/2021;4.613.669.921.875;462.033.984.375;459.506.005.859.375;46.106.201.171.875;3971540000;0.0017984589459023885;18.323.374.641.523.400
2/11/2021;463.064.990.234.375;463.514.990.234.375;461.333.984.375;461.333.984.375;3975250000;0.003673607120388547;18.407.991.024.291.900
3/11/2021;466.056.982.421.875;46.634.599.609.375;462.118.994.140.625;463.064.990.234.375;4319660000;0.00644049461289024;20.132.077.046.884.700
4/11/2021;468.006.005.859.375;4683.0;466.258.984.375;466.293.017.578.125;4462300000;0.004173222342817036;20883831999462.89
5/11/2021;469.752.978.515.625;4718.5;468.131.982.421.875;4.699.259.765.625;4467180000;0.003725850045284445;20.984.711.105.654.200
8/11/2021;47.017.001.953.125;4.714.919.921.875;469.439.013.671.875;470.147.998.046.875;4269710000;0.0008873940607025194;20.074.896.340.927.700
9/11/2021;4685.25;470.852.978.515.625;46.708.701.171.875;4707.25;4117080000;-0.0035049109264001276;19289549070000.0
10/11/2021;46.467.099.609.375;468.485.009.765.625;463.085.986.328.125;4.670.259.765.625;4503720000;-0.008259842163861058;20.927.480.585.273.400
11/11/2021;464.927.001.953.125;46.645.498.046.875;464.831.005.859.375;465.939.013.671.875;3926870000;0.0005507883329889288;18257078961596.68
12/11/2021;468.285.009.765.625;468.847.021.484.375;465.077.001.953.125;4.655.240.234.375;3728600000;0.007196697564130407;17.460.474.874.121.000
15/11/2021;46.827.998.046.875;4.697.419.921.875;467.285.986.328.125;46.892.998.046.875;3488410000;-1,07E+11;16.335.525.666.669.900
16/11/2021;470.089.990.234.375;47.149.501.953.125;4.679.419.921.875;4.679.419.921.875;3972640000;0.0038577790571266367;18.674.982.988.046.800
17/11/2021;4.688.669.921.875;4701.5;468.441.015.625;4701.5;3969070000;-0.0026050154828958787;18.609.659.126.816.400
18/11/2021;47.045.400.390.625;47.087.998.046.875;467.277.978.515.625;470.072.021.484.375;4226410000;0.0033790647401719144;19883315066494.14
19/11/2021;46.979.599.609.375;4717.75;469.422.021.484.375;470.843.994.140.625;4253180000;-0.001399644604988097;19.981.269.346.660.100
22/11/2021;468.293.994.140.625;4.743.830.078.125;4.682.169.921.875;4712.0;4441100000;-0.003202258316960725;20.797.404.573.779.200
23/11/2021;46.907.001.953.125;469.939.013.671.875;465.266.015.625;467.847.998.046.875;4277590000;0.001655761383195201;20.064.892.248.466.700
24/11/2021;47.014.599.609.375;47.028.701.171.875;465.989.013.671.875;467.577.978.515.625;3418430000;0.0022912237766672798;16.071.611.774.267.500
26/11/2021;45.946.201.171.875;46.646.298.828.125;458.543.017.578.125;46.646.298.828.125;3517700000;-0.022987011159321162;16.162.495.186.230.400
29/11/2021;465.527.001.953.125;46.729.501.953.125;4.625.259.765.625;4628.75;4336410000;0.013113836082824229;20.187.159.465.395.500
30/11/2021;4567.0;464.602.001.953.125;4560.0;4640.25;6625990000;-0.019143381187850562;30260896330000.0
1/12/2021;45.130.400.390.625;465.293.994.140.625;451.027.001.953.125;460.281.982.421.875;5366730000;-0.011885541457955926;24220267368837.89
2/12/2021;457.710.009.765.625;45.954.599.609.375;450.472.998.046.875;450.472.998.046.875;5077180000;0.014094638396057768;23238761073818.36
3/12/2021;453.843.017.578.125;460.802.978.515.625;44.951.201.171.875;4.589.490.234.375;5240070000;-0.00848445514173865;23.781.691.811.206.000
6/12/2021;4.591.669.921.875;461.260.009.765.625;4.540.509.765.625;45.483.701.171.875;4770800000;0.011662599309686139;21905938863281.25
7/12/2021;4686.75;46.940.400.390.625;463.197.021.484.375;463.197.021.484.375;4492400000;0.020495603186252546;21054755700000.0
8/12/2021;47.012.099.609.375;470.506.005.859.375;467.452.001.953.125;469.085.986.328.125;4234600000;0.003080535586585806;19.907.743.700.585.900
9/12/2021;46.674.501.953.125;4.695.259.765.625;466.597.998.046.875;4691.0;3903840000;-0.007206988232523656;18220978770468.75
10/12/2021;471.202.001.953.125;471.356.982.421.875;4.670.240.234.375;468.764.013.671.875;3870110000;0.009503769118209724;18.236.035.797.788.000
13/12/2021;466.897.021.484.375;47.102.998.046.875;466.760.009.765.625;47.102.998.046.875;4397230000;-0.009178158342793815;20.530.535.897.817.300
14/12/2021;463.408.984.375;466.047.021.484.375;460.652.001.953.125;4.642.990.234.375;4485430000;-0.0074987228546236715;20.785.885.607.851.500
15/12/2021;470.985.009.765.625;471.260.009.765.625;461.122.021.484.375;46.364.599.609.375;4910130000;0.016216267351890877;23.125.976.260.004.800
16/12/2021;4.668.669.921.875;4.731.990.234.375;465.189.013.671.875;47.191.298.828.125;4829500000;-0.008781863311112446;22.547.341.387.695.300
17/12/2021;462.064.013.671.875;46.667.001.953.125;460.022.021.484.375;4652.5;7987090000;-0.01034096458405368;36905468629584.96
20/12/2021;456.802.001.953.125;458.789.990.234.375;453.110.009.765.625;458.789.990.234.375;4635700000;-0.01145339832325659;21.175.970.404.541.000
21/12/2021;464.922.998.046.875;465.114.013.671.875;458.316.015.625;45.949.599.609.375;4072430000;0.017621755385195486;18933663649360.35
22/12/2021;469.656.005.859.375;4.697.669.921.875;464.552.978.515.625;465.035.986.328.125;3319610000;0.010128728029127596;15.590.747.736.108.300
23/12/2021;47.257.900.390.625;4.740.740.234.375;47.039.599.609.375;47.039.599.609.375;2913040000;0.006204412685251626;13.766.415.415.390.600
27/12/2021;479.118.994.140.625;4.791.490.234.375;4.733.990.234.375;4.733.990.234.375;2770290000;0.013744051573605864;13272985582778.32
28/12/2021;478.635.009.765.625;480.702.001.953.125;47.800.400.390.625;4.795.490.234.375;2707920000;-0.0010106653988873737;12.961.053.156.445.300
29/12/2021;479.306.005.859.375;480.406.005.859.375;4.778.080.078.125;478.864.013.671.875;2963310000;0.0014009134018576786;14.203.322.802.231.400
30/12/2021;477.872.998.046.875;480.893.017.578.125;4.775.330.078.125;479.422.998.046.875;3124950000;-0.002994233841904309;14933292252465.82
31/12/2021;476.618.017.578.125;4.786.830.078.125;4765.75;47.752.099.609.375;2677820000;-0.0026296343734744394;12.762.972.598.310.500
3/01/2022;479.656.005.859.375;479.664.013.671.875;4.758.169.921.875;477.814.013.671.875;3831020000;0.006353824170388397;18375717515673.83
4/01/2022;47.935.400.390.625;48.186.201.171.875;477.427.001.953.125;4.804.509.765.625;4683170000;-0.0006298202522032699;22448962904736.33
5/01/2022;4.700.580.078.125;47.977.001.953.125;469.943.994.140.625;4.787.990.234.375;4887960000;-0.019583264304501073;22.976.247.398.671.800
6/01/2022;46.960.498.046.875;4.725.009.765.625;4.671.259.765.625;469.339.013.671.875;4295280000;-0.0009642337401809882;20.170.848.805.078.100
7/01/2022;467.702.978.515.625;47.079.501.953.125;4.662.740.234.375;469.766.015.625;4181510000;-0.004058441082336512;19557046816928.71
10/01/2022;46.702.900.390.625;467.302.001.953.125;4.582.240.234.375;465.533.984.375;4511810000;-0.0014420705375388979;21071461301142.58
11/01/2022;471.306.982.421.875;47.141.298.828.125;463.827.001.953.125;466.914.013.671.875;4101590000;0.009118286452399373;19.331.080.060.317.300
12/01/2022;472.635.009.765.625;4.748.830.078.125;47.067.099.609.375;472.858.984.375;4048220000;0.0028137920146670695;19.133.304.992.333.900
13/01/2022;465.902.978.515.625;47.441.298.828.125;46.502.900.390.625;473.356.005.859.375;4251730000;-0.014346029234400533;19.808.936.708.442.300
14/01/2022;466.285.009.765.625;46.651.298.828.125;4614.75;4.637.990.234.375;4338490000;0.0008196442695905652;20.229.728.520.180.600
18/01/2022;457.710.986.328.125;4.632.240.234.375;45.687.001.953.125;4.632.240.234.375;4748700000;-0.0185591053980085;21735321607763.67
19/01/2022;4.532.759.765.625;46.115.498.046.875;45.302.001.953.125;458.802.978.515.625;4465740000;-0.009736790941460195;20.242.126.595.742.100
20/01/2022;448.272.998.046.875;460.210.986.328.125;44.779.501.953.125;454.735.009.765.625;4640870000;-0.011098742304330734;20.803.767.084.458.000
21/01/2022;439.793.994.140.625;449.452.001.953.125;439.533.984.375;44.713.798.828.125;5589100000;-0.019095995324635427;24580526126513.67
24/01/2022;44.101.298.828.125;441.735.009.765.625;42.226.201.171.875;435.631.982.421.875;6928110000;0.0027679047582695165;30553864942412.11
25/01/2022;43.564.501.953.125;4.411.009.765.625;428.710.986.328.125;436.664.013.671.875;5145050000;-0.012246590556866267;22414154077392.58
26/01/2022;434.993.017.578.125;445.322.998.046.875;43.047.998.046.875;440.843.017.578.125;5570640000;-0.0014977569258856588;24.231.895.034.414.000
27/01/2022;4.326.509.765.625;4.428.740.234.375;4309.5;4.380.580.078.125;5214200000;-0.005398635199970923;22.559.287.219.921.800
28/01/2022;443.185.009.765.625;443.272.021.484.375;42.924.599.609.375;433.618.994.140.625;5031090000;0.024055967914736694;22.297.036.707.817.300
31/01/2022;45.155.498.046.875;451.689.013.671.875;441.402.001.953.125;44.317.900.390.625;5098610000;0.018709826222984446;23.023.027.389.677.700
1/02/2022;45.465.400.390.625;4.550.490.234.375;448.352.978.515.625;451.956.982.421.875;4816830000;0.006839560348317067;21899910456357.42
2/02/2022;45.893.798.828.125;459.531.005.859.375;454.431.982.421.875;456.639.013.671.875;4481580000;0.009378400448324454;20.567.673.095.214.800
3/02/2022;447.743.994.140.625;45.428.798.828.125;447.039.013.671.875;453.541.015.625;4401970000;-0.024693471720120656;19709556298872.07
4/02/2022;450.052.978.515.625;453.966.015.625;4451.5;44.827.900.390.625;4706290000;0.005143678439863626;21.180.798.322.583.000
7/02/2022;44.838.701.171.875;452.185.986.328.125;447.147.021.484.375;4505.75;4228480000;-0.003708580927828488;18959955113125.0
8/02/2022;45.215.400.390.625;453.131.982.421.875;446.539.990.234.375;448.002.001.953.125;4459620000;0.00836611346663433;20.164.350.389.003.900
9/02/2022;458.718.017.578.125;459.002.978.515.625;4547.0;4547.0;4524350000;0.014412842079264784;20754008628295.9
10/02/2022;4.504.080.078.125;4.588.919.921.875;448.431.005.859.375;4.553.240.234.375;5314860000;-0.01828182448505601;23.938.555.044.023.400
11/02/2022;441.864.013.671.875;4.526.330.078.125;440.141.015.625;450.627.001.953.125;5251500000;-0.019151682638086528;23.204.488.677.978.500
14/02/2022;4.401.669.921.875;442.622.021.484.375;436.483.984.375;441.260.986.328.125;4600390000;-0.0038479907556283146;20249398291894.53
15/02/2022;447.106.982.421.875;447.277.001.953.125;442.927.978.515.625;442.927.978.515.625;4430830000;0.015643717646064172;19.810.550.309.243.100
16/02/2022;4.475.009.765.625;44.895.498.046.875;442.968.017.578.125;4455.75;4283640000;0.0008808197202838003;19.169.330.832.421.800
17/02/2022;4.380.259.765.625;445.606.005.859.375;437.381.005.859.375;445.606.005.859.375;4539420000;-0.021400504136936647;19.883.838.785.273.400
18/02/2022;43.488.701.171.875;439.460.009.765.625;432.722.021.484.375;438.456.982.421.875;4708060000;-0.007191961663866342;20474741443925.78
22/02/2022;4.304.759.765.625;43.621.201.171.875;426.710.986.328.125;4.332.740.234.375;5121900000;-0.010194735435016016;22.048.549.043.554.600
23/02/2022;4225.5;4.341.509.765.625;4.221.509.765.625;432.493.017.578.125;4797430000;-0.018583735748788438;20271540465000.0
24/02/2022;42.887.001.953.125;429.472.998.046.875;411.464.990.234.375;415.577.001.953.125;6752130000;0.014846105252724002;28957861249775.39
25/02/2022;438.464.990.234.375;438.533.984.375;4.286.830.078.125;42.983.798.828.125;5177060000;0.022126080551265786;22.699.595.623.427.700
28/02/2022;437.393.994.140.625;438.883.984.375;43.151.201.171.875;4.354.169.921.875;6071370000;-0.0024455914631261143;26.555.807.742.055.600
1/03/2022;4.306.259.765.625;43.784.501.953.125;42.795.400.390.625;436.314.013.671.875;5846230000;-0.015594467786613053;25.175.385.029.589.800
2/03/2022;43.865.400.390.625;440.147.998.046.875;432.256.005.859.375;432.256.005.859.375;5337870000;0.018471046780652183;23.414.780.478.310.500
3/03/2022;4.363.490.234.375;441.677.978.515.625;434.556.005.859.375;440.131.005.859.375;5039890000;-0.005268520744245652;21991510797324.22
4/03/2022;43.288.701.171.875;43.421.201.171.875;428.497.998.046.875;43.421.201.171.875;5797380000;-0.007965684543001903;25096105039980.47
7/03/2022;420.108.984.375;4.327.009.765.625;419.985.009.765.625;4.327.009.765.625;6940470000;-0.029962586814416495;29.157.538.027.851.500
8/03/2022;41.707.001.953.125;427.693.994.140.625;41.578.701.171.875;420.266.015.625;7243120000;-0.007260043975698096;30.208.881.998.671.800
9/03/2022;42.778.798.828.125;429.939.990.234.375;422.310.009.765.625;422.310.009.765.625;5662670000;0.025373598122141117;24224222076005.86
10/03/2022;425.952.001.953.125;426.827.978.515.625;42.097.998.046.875;42.525.498.046.875;4980830000;-0.004301049920247209;21.215.945.098.881.800
11/03/2022;420.431.005.859.375;4.291.009.765.625;4.200.490.234.375;4279.5;4938640000;-0.013046278933238144;20.763.573.827.773.400
14/03/2022;417.310.986.328.125;424.756.982.421.875;416.172.021.484.375;4202.75;5574920000;-0.007448675095533314;23.264.753.639.003.900
15/03/2022;42.624.501.953.125;42.710.498.046.875;418.789.990.234.375;418.881.982.421.875;5392470000;0.021182629724144964;22.985.134.804.716.700
16/03/2022;435.785.986.328.125;435.889.990.234.375;4.251.990.234.375;428.814.013.671.875;6309750000;0.022136921648393443;27.497.006.272.338.800
17/03/2022;4.411.669.921.875;4.412.669.921.875;433.564.990.234.375;434.510.986.328.125;4985090000;0.012272205068700267;21.992.571.610.839.800
18/03/2022;44.631.201.171.875;446.539.990.234.375;439.056.982.421.875;440.733.984.375;8278430000;0.011594814411888112;36.947.627.471.728.500
21/03/2022;446.118.017.578.125;4481.75;44.242.998.046.875;446.239.990.234.375;4869820000;-0.0004347548543014596;21.725.144.443.623.000
22/03/2022;451.160.986.328.125;4522.0;446.910.009.765.625;446.910.009.765.625;4754840000;0.011240699554074212;21451983042324.22
23/03/2022;4.456.240.234.375;450.106.982.421.875;445.581.005.859.375;449.310.009.765.625;4550670000;-0.012348630252495208;20278878747363.28
24/03/2022;452.016.015.625;4.520.580.078.125;4.465.169.921.875;446.997.998.046.875;4131390000;0.014242012281618024;18.674.544.467.929.600
25/03/2022;454.306.005.859.375;454.602.978.515.625;450.106.982.421.875;452.291.015.625;4305020000;0.005053380704237665;19.557.964.413.447.200
28/03/2022;457.552.001.953.125;457.564.990.234.375;451.768.994.140.625;454.108.984.375;4312260000;0.007119551020042568;19730831959423.83
29/03/2022;463.160.009.765.625;46.372.998.046.875;458.966.015.625;460.285.986.328.125;5085910000;0.01218204410139109;23555901252670.9
30/03/2022;46.024.501.953.125;462.777.001.953.125;458.131.982.421.875;46.242.001.953.125;4385570000;-0.006313588999088777;20184367503056.64
31/03/2022;453.041.015.625;460.306.982.421.875;453.041.015.625;459.902.001.953.125;4823020000;-0.015776335226881762;21.850.258.791.796.800
1/04/2022;454.585.986.328.125;45.487.001.953.125;450.756.982.421.875;454.031.982.421.875;4562940000;0.0034044209614630277;20.742.485.804.560.500
4/04/2022;458.264.013.671.875;4583.5;45.392.099.609.375;454.797.021.484.375;4547350000;0.008058382532133647;20.838.868.625.708.000
5/04/2022;45.251.201.171.875;45.934.501.953.125;4.514.169.921.875;45.724.501.953.125;4800620000;-0.01263115907400537;21.723.382.136.972.600
6/04/2022;448.114.990.234.375;450.393.994.140.625;44.500.400.390.625;4.494.169.921.875;4986830000;-0.009764433912479721;22.346.732.767.504.800
7/04/2022;45.002.099.609.375;452.116.015.625;44.502.998.046.875;447.464.990.234.375;4821490000;0.004244365552037262;21.697.717.324.560.500
8/04/2022;448.827.978.515.625;452.041.015.625;447.460.009.765.625;449.414.990.234.375;4083200000;-0.0026545466755523947;18326544018750.0
11/04/2022;441.252.978.515.625;446.435.009.765.625;44.083.798.828.125;446.264.013.671.875;4266290000;-0.017021334584696127;18.825.131.697.114.200
12/04/2022;43.974.501.953.125;4471.0;438.133.984.375;443.758.984.375;4152090000;-0.0034233005304522353;18258608981455.08
13/04/2022;444.658.984.375;4.453.919.921.875;43.927.001.953.125;43.942.998.046.875;3828150000;0.011112603268901934;17.022.212.910.351.500
14/04/2022;439.258.984.375;44.604.599.609.375;439.077.001.953.125;44.491.201.171.875;4083090000;-0.012218480383508163;17.935.339.665.117.100
18/04/2022;439.168.994.140.625;441.031.005.859.375;43.702.998.046.875;43.856.298.828.125;3910490000;-0.0002048892724065068;17.173.659.598.969.700
19/04/2022;44.622.099.609.375;447.102.978.515.625;43.906.298.828.125;43.906.298.828.125;4108120000;0.01593004474938665;18.331.293.984.726.500
20/04/2022;44.594.501.953.125;44.882.900.390.625;4.448.759.765.625;4.472.259.765.625;4290450000;-0.0006186664061825758;19.133.048.090.478.500
21/04/2022;439.366.015.625;451.293.994.140.625;438.447.021.484.375;4.489.169.921.875;4636890000;-0.014862855551311067;20.372.918.841.914.000
22/04/2022;427.177.978.515.625;4.385.830.078.125;42.676.201.171.875;4.385.830.078.125;4651940000;-0.028132076377366966;19.872.063.253.759.700
25/04/2022;42.961.201.171.875;429.902.001.953.125;420.081.982.421.875;425.533.984.375;5240040000;0.0056817651441118085;22.511.841.258.867.100
26/04/2022;41.752.001.953.125;427.814.013.671.875;41.750.400.390.625;427.814.013.671.875;4689970000;-0.028550008928597752;19.581.563.660.009.700
27/04/2022;41.839.599.609.375;42.407.099.609.375;416.289.990.234.375;418.652.001.953.125;4769680000;0.0020958490249645954;19.956.150.146.484.300
28/04/2022;4287.5;43.084.501.953.125;41.886.298.828.125;4.222.580.078.125;4854180000;0.024445655340832175;20812296750000.0
29/04/2022;413.193.017.578.125;426.968.017.578.125;412.427.978.515.625;4253.75;5084030000;-0.03695915978469415;21006856971577.15
2/05/2022;41.553.798.828.125;416.981.005.859.375;4.062.510.009.765.620;413.060.986.328.125;5163790000;0.005659199293818601;21457509085068.36
3/05/2022;417.547.998.046.875;420.010.009.765.625;4.147.080.078.125;415.977.978.515.625;4582050000;0.004825465075359521;19.132.258.044.506.800
4/05/2022;4.300.169.921.875;430.766.015.625;414.891.015.625;418.118.017.578.125;5136360000;0.029425221557325833;22.087.220.779.921.800
5/05/2022;41.468.701.171.875;427.043.017.578.125;4.106.009.765.625;427.043.017.578.125;5077030000;-0.03630067756409906;21.053.783.991.064.400
6/05/2022;412.333.984.375;415.768.994.140.625;4.067.909.912.109.370;4.128.169.921.875;5116940000;-0.00569038441395277;21.098.882.580.078.100
9/05/2022;3.991.239.990.234.370;408.127.001.953.125;397.547.998.046.875;408.127.001.953.125;5954520000;-0.03256151953960419;23765918346650.39
10/05/2022;4.001.050.048.828.120;4.068.820.068.359.370;3.958.169.921.875;4.035.179.931.640.620;5885820000;0.002454881760409255;23.549.460.398.393.500
11/05/2022;3.935.179.931.640.620;4.049.090.087.890.620;3.928.820.068.359.370;3.990.080.078.125;5816140000;-0.016600232095697796;22.887.557.407.612.300
12/05/2022;3.930.080.078.125;3.964.800.048.828.120;38.588.701.171.875;3.903.949.951.171.870;6286450000;-0.0012968049941124407;24.706.251.907.128.900
13/05/2022;4.023.889.892.578.120;40.388.798.828.125;396.389.990.234.375;396.389.990.234.375;5183340000;0.023589267956869442;20857189435795.9
16/05/2022;4.008.010.009.765.620;40.464.599.609.375;3.983.989.990.234.370;401.302.001.953.125;4415030000;-0.003954208517722458;17.695.484.433.415.500
17/05/2022;408.885.009.765.625;4.090.719.970.703.120;4.033.929.931.640.620;4052.0;4841410000;0.01996891958146264;19.795.799.751.293.900
18/05/2022;3.923.679.931.640.620;405.197.998.046.875;3.911.909.912.109.370;405.197.998.046.875;5103220000;-0.041233809291248875;20023401900747.07
19/05/2022;39.007.900.390.625;39.459.599.609.375;3.876.580.078.125;3899.0;5113550000;-0.005850864777347809;19.946.884.904.248.000
20/05/2022;3.901.360.107.421.870;3.943.419.921.875;3.810.320.068.359.370;3.927.760.009.765.620;5130730000;0.0001461310919903067;20.016.825.343.952.600
23/05/2022;3973.75;39.818.798.828.125;39.090.400.390.625;3.919.419.921.875;4420030000;0.018384995412060758;17564094212500.0
24/05/2022;394.147.998.046.875;3.955.679.931.640.620;38.751.298.828.125;394.293.994.140.625;4923190000;-0.008153950903558081;19.404.654.825.043.900
25/05/2022;397.872.998.046.875;3.999.330.078.125;3.925.030.029.296.870;3.929.590.087.890.620;4802560000;0.009406385648931585;19108089455000.0
26/05/2022;4.057.840.087.890.620;4.075.139.892.578.120;398.460.009.765.625;398.460.009.765.625;4709970000;0.019688166007720866;19.112.305.078.762.200
27/05/2022;4.158.240.234.375;4.158.490.234.375;4.077.429.931.640.620;4.077.429.931.640.620;4375620000;0.024441130195822013;18.194.879.134.335.900
31/05/2022;413.214.990.234.375;416.833.984.375;41.048.798.828.125;415.108.984.375;6822640000;-0.006294135193666945;28.192.171.209.726.500
1/06/2022;410.122.998.046.875;41.665.400.390.625;407.385.009.765.625;414.977.978.515.625;4531800000;-0.007510905041155451;18585954025488.28
2/06/2022;417.681.982.421.875;4.177.509.765.625;40.743.701.171.875;4.095.409.912.109.370;4405790000;0.018263225415545106;18.402.191.013.344.700
3/06/2022;41.085.400.390.625;4.142.669.921.875;4.098.669.921.875;413.756.982.421.875;3711110000;-0.016482405609817057;15.247.244.024.365.200
6/06/2022;412.143.017.578.125;416.877.978.515.625;410.918.017.578.125;413.472.021.484.375;4332700000;0.003132489407036025;17856920522607.42
7/06/2022;416.068.017.578.125;416.485.986.328.125;408.018.994.140.625;409.647.021.484.375;4248210000;0.00947833153171984;17.675.443.129.555.600
8/06/2022;411.577.001.953.125;416.014.013.671.875;41.072.001.953.125;41.471.201.171.875;4159470000;-0.010852623040155319;17.119.421.923.139.600
9/06/2022;4.017.820.068.359.370;411.910.009.765.625;4.017.169.921.875;410.164.990.234.375;4134170000;-0.02408645766515553;16.610.351.192.009.200
10/06/2022;3.900.860.107.421.870;3.974.389.892.578.120;3.900.159.912.109.370;3.974.389.892.578.120;4889640000;-0.029542414811409477;19.073.801.615.654.200
13/06/2022;37.496.298.828.125;383.814.990.234.375;3.734.300.048.828.120;383.814.990.234.375;5636890000;-0.03953993199003993;21.136.251.190.126.900
14/06/2022;373.547.998.046.875;3.778.179.931.640.620;3.705.679.931.640.620;376.352.001.953.125;5153890000;-0.003780818039489633;19.252.252.916.538.000
15/06/2022;3.789.989.990.234.370;383.756.005.859.375;3.722.300.048.828.120;3.764.050.048.828.120;5530480000;0.014487058836534478;20.960.463.841.191.400
16/06/2022;366.677.001.953.125;3.728.179.931.640.620;363.977.001.953.125;3.728.179.931.640.620;5644930000;-0.033052207113840666;20698660086352.54
17/06/2022;3.674.840.087.890.620;37.077.099.609.375;36.368.701.171.875;366.589.990.234.375;8520740000;0.0021984473410133873;31.312.356.930.493.100
21/06/2022;37.647.900.390.625;377.964.990.234.375;371.531.005.859.375;371.531.005.859.375;5292260000;0.024182474960671992;19.924.247.732.128.900
22/06/2022;3.759.889.892.578.120;38.017.900.390.625;371.768.994.140.625;3.733.889.892.578.120;5058990000;-0.0013024200953574458;19021245367653.81
23/06/2022;379.572.998.046.875;3.802.580.078.125;374.352.001.953.125;37.747.099.609.375;5098640000;0.00948707248555652;19.353.060.707.617.100
24/06/2022;3.911.739.990.234.370;391.364.990.234.375;3821.75;3821.75;8120260000;0.030105539729901033;31.764.345.773.100.500
27/06/2022;3.900.110.107.421.870;3.927.719.970.703.120;3.889.659.912.109.370;3.920.760.009.765.620;4325310000;-0.0029774998903406716;16869185248732.91
28/06/2022;3.821.550.048.828.120;3.945.860.107.421.870;3.820.139.892.578.120;3913.0;4270120000;-0.0203486731494949;16.318.477.294.501.900
29/06/2022;3.818.830.078.125;3836.5;379.902.001.953.125;3.825.090.087.890.620;4211240000;-0.0007119988201726959;16.082.009.978.203.100
30/06/2022;37.853.798.828.125;3.818.989.990.234.370;3.738.669.921.875;3.785.989.990.234.370;4840070000;-0.008797866246367652;18.321.503.609.404.200
1/07/2022;3.825.330.078.125;3.829.820.068.359.370;375.210.009.765.625;3781.0;4046950000;0.010498511296639174;15.480.919.559.667.900
5/07/2022;3.831.389.892.578.120;383.218.994.140.625;374.206.005.859.375;3.792.610.107.421.870;5076590000;0.0015828751061934918;19.450.395.614.763.100
6/07/2022;3.845.080.078.125;3.870.909.912.109.370;38.093.701.171.875;383.197.998.046.875;4417720000;0.003566795705066178;16.986.487.162.734.300
7/07/2022;39.026.201.171.875;39.106.298.828.125;385.885.009.765.625;385.885.009.765.625;4057770000;0.014853723180930391;15.835.934.832.919.900
8/07/2022;38.993.798.828.125;3918.5;3.869.340.087.890.620;3.888.260.009.765.620;3521620000;-0.00083061639612735;13.732.134.182.910.100
11/07/2022;3.854.429.931.640.620;388.093.994.140.625;3.847.219.970.703.120;388.093.994.140.625;3423480000;-0.011594417660525545;13.195.563.782.373.000
12/07/2022;3.818.800.048.828.120;3.873.409.912.109.370;3.802.360.107.421.870;3.851.949.951.171.870;3817210000;-0.00928686849749371;14.577.161.734.387.200
13/07/2022;3.801.780.029.296.870;382.943.994.140.625;3.759.070.068.359.370;3.779.669.921.875;4109390000;-0.00446686411181668;15.622.996.834.592.200
14/07/2022;37.903.798.828.125;3.796.409.912.109.370;372.156.005.859.375;3.763.989.990.234.370;4199690000;-0.003003138812764307;15.918.420.490.048.800
15/07/2022;3.863.159.912.109.370;38.636.201.171.875;3.817.179.931.640.620;3818.0;4143800000;0.01901923165863364;16.008.162.043.798.800
18/07/2022;383.085.009.765.625;390.243.994.140.625;38.186.298.828.125;38.837.900.390.625;4046870000;-0.008398742485835936;15.502.952.334.702.100
19/07/2022;393.668.994.140.625;393.981.005.859.375;386.072.998.046.875;386.072.998.046.875;4041070000;0.02725351764373082;15.908.439.621.518.500
20/07/2022;395.989.990.234.375;39.741.298.828.125;3.922.030.029.296.870;3.935.320.068.359.370;4185300000;0.0058784939410571665;16.573.369.061.279.200
21/07/2022;3.998.949.951.171.870;39.992.900.390.625;3.927.639.892.578.120;3.955.469.970.703.120;4132790000;0.00981306668950467;16.526.820.368.703.600
22/07/2022;39.616.298.828.125;401.243.994.140.625;3.938.860.107.421.870;3.998.429.931.640.620;3979240000;-0.009376287293813849;15.764.276.094.882.800
25/07/2022;3.966.840.087.890.620;3.975.300.048.828.120;39.434.599.609.375;3.965.719.970.703.120;3568340000;0.001314302973305868;14.155.034.159.223.600
26/07/2022;3.921.050.048.828.120;3.953.219.970.703.120;3.910.739.990.234.370;3.953.219.970.703.120;3778950000;-0.011610342599263359;14.817.452.082.019.000
27/07/2022;4.023.610.107.421.870;403.956.005.859.375;3.951.429.931.640.620;3.951.429.931.640.620;4112180000;0.025820048778629066;16.545.809.011.538.000
28/07/2022;4.072.429.931.640.620;4.078.949.951.171.870;3.992.969.970.703.120;40.261.298.828.125;4413000000;0.012060319791912806;17971633288330.08
29/07/2022;41.302.900.390.625;414.014.990.234.375;4.079.219.970.703.120;4.087.330.078.125;4616360000;0.014107775781753557;19.066.905.724.726.500
1/08/2022;41.186.298.828.125;41.449.501.953.125;409.602.001.953.125;41.123.798.828.125;4202810000;-0.002827076544916728;17.309.818.857.783.200
