Métrica,Valor
Retorno promedio diario,-0.003293935893283436
Retorno acumulado,"Ticker
GOSS   -0.98382
dtype: float64"
Retorno anualizado,-0.8300718451074258
Desviación estándar de retornos diarios,0.08459663560870075
Volatilidad anualizada,1.3429299574402407
Varianza de retornos diarios,0.007156590756311295
Asimetría de retornos diarios,-9.01305586261181
Curtosis de retornos diarios,161.339707265752
